uf,nome_cientifico,subespecie,nome_cientifico_subsp,categoria,subsp_tf
SP,Phleocryptes melanops,melanops,Phleocryptes melanops melanops,EN,TRUE
BA,Phoebetria fusca,NA,Phoebetria fusca,VU,FALSE
SP,Phrynomedusa fimbriata,NA,Phrynomedusa fimbriata,EW,FALSE
ES,Phrynomedusa marginata,NA,Phrynomedusa marginata,EN,FALSE
SP,Phrynomedusa vanzolinii,NA,Phrynomedusa vanzolinii,EW,FALSE
RJ,Phrynops hogei,NA,Phrynops hogei,VU,FALSE
MG,Phylloderma stenops,NA,Phylloderma stenops,EN,FALSE
RJ,Phylloderma stenops,NA,Phylloderma stenops,VU,FALSE
SP,Phylloderma stenops,NA,Phylloderma stenops,CR,FALSE
Brasil,Phyllodytes gyrinaethes,NA,Phyllodytes gyrinaethes,CR,FALSE
RJ,Phyllogorgia dilatata,NA,Phyllogorgia dilatata,VU,FALSE
MG,Phyllomedusa ayeaye,NA,Phyllomedusa ayeaye,CR,FALSE
BA,Phyllomyias griseocapilla,NA,Phyllomyias griseocapilla,EN,FALSE
Brasil,Phyllomys brasiliensis,NA,Phyllomys brasiliensis,EN,FALSE
MG,Phyllomys brasiliensis,NA,Phyllomys brasiliensis,EN,FALSE
BA,Phyllomys lamarum,NA,Phyllomys lamarum,CR,FALSE
Brasil,Phyllomys lundi,NA,Phyllomys lundi,EN,FALSE
MG,Phyllomys lundi,NA,Phyllomys lundi,EN,FALSE
SP,Phyllomys pattoni,NA,Phyllomys pattoni,VU,FALSE
Brasil,Phyllomys thomasi,NA,Phyllomys thomasi,EN,FALSE
SP,Phyllomys thomasi,NA,Phyllomys thomasi,EN,FALSE
BA,Phyllomys unicolor,NA,Phyllomys unicolor,CR(PEX),FALSE
Brasil,Phyllomys unicolor,NA,Phyllomys unicolor,CR,FALSE
BA,Phylloscartes beckeri,NA,Phylloscartes beckeri,EN,FALSE
Brasil,Phylloscartes beckeri,NA,Phylloscartes beckeri,EN,FALSE
MG,Phylloscartes beckeri,NA,Phylloscartes beckeri,EN,FALSE
Brasil,Phylloscartes ceciliae,NA,Phylloscartes ceciliae,CR,FALSE
SP,Phylloscartes eximius,NA,Phylloscartes eximius,EN,FALSE
SP,Phylloscartes kronei,NA,Phylloscartes kronei,VU,FALSE
RJ,Phylloscartes oustaleti,NA,Phylloscartes oustaleti,VU,FALSE
SP,Phylloscartes paulista,NA,Phylloscartes paulista,VU,FALSE
BA,Phylloscartes roquettei,NA,Phylloscartes roquettei,EN,FALSE
Brasil,Phylloscartes roquettei,NA,Phylloscartes roquettei,EN,FALSE
MG,Phylloscartes roquettei,NA,Phylloscartes roquettei,EN,FALSE
MG,Phylloscartes sylviolus,NA,Phylloscartes sylviolus,EN,FALSE
RJ,Phylloscartes sylviolus,NA,Phylloscartes sylviolus,VU,FALSE
Brasil,Physalaemus caete,NA,Physalaemus caete,EN,FALSE
Brasil,Physalaemus maximus,NA,Physalaemus maximus,VU,FALSE
Brasil,Physalaemus soaresi,NA,Physalaemus soaresi,CR,FALSE
BA,Physeter macrocephalus,NA,Physeter macrocephalus,VU,FALSE
Brasil,Physeter macrocephalus,NA,Physeter macrocephalus,VU,FALSE
ES,Physeter macrocephalus,NA,Physeter macrocephalus,VU,FALSE
PA,Physeter macrocephalus,NA,Physeter macrocephalus,VU,FALSE
PA,Piculus chrysochloros,paraensis,Piculus chrysochloros paraensis,VU,TRUE
RJ,Piculus chrysochlorus,NA,Piculus chrysochlorus,EW,FALSE
Brasil,Piculus paraensis,NA,Piculus paraensis,EN,FALSE
Brasil,Piculus polyzonu,NA,Piculus polyzonu,EN,FALSE
Brasil,Picumnus varzeae,NA,Picumnus varzeae,EN,FALSE
SP,Pimelodella kronei,NA,Pimelodella kronei,EN,FALSE
ES,Pionopsitta pileata,NA,Pionopsitta pileata,VU,FALSE
MG,Pionopsitta pileata,NA,Pionopsitta pileata,EN,FALSE
ES,Pionus menstruus,NA,Pionus menstruus,VU,FALSE
BA,Pionus reichenowi,NA,Pionus reichenowi,VU,FALSE
Brasil,Pionus reichenowi,NA,Pionus reichenowi,VU,FALSE
RJ,Pipile jacutinga,NA,Pipile jacutinga,EW,FALSE
SP,Pipra fasciicauda,scarlatina,Pipra fasciicauda scarlatina,VU,TRUE
RJ,Pipra pipra,NA,Pipra pipra,VU,FALSE
RJ,Pipra rubrocapilla,NA,Pipra rubrocapilla,VU,FALSE
Brasil,Piprites chloris,grisescens,Piprites chloris grisescens,VU,TRUE
MG,Piprites chloris,NA,Piprites chloris,VU,FALSE
PA,Piprites chloris,griseicens,Piprites chloris griseicens,VU,TRUE
MG,Piprites pileata,NA,Piprites pileata,EN,FALSE
RJ,Piprites pileatus,NA,Piprites pileatus,VU,FALSE
Brasil,Placosoma cipoense,NA,Placosoma cipoense,EN,FALSE
MG,Placosoma cipoense,NA,Placosoma cipoense,VU,FALSE
MG,Platalea ajaja,NA,Platalea ajaja,VU,FALSE
RJ,Platynectes undecimguttatus,NA,Platynectes undecimguttatus,VU,FALSE
BA,Platyrinchus leucoryphus,NA,Platyrinchus leucoryphus,EN,FALSE
ES,Platyrinchus leucoryphus,NA,Platyrinchus leucoryphus,VU,FALSE
RJ,Platyrinchus leucoryphus,NA,Platyrinchus leucoryphus,VU,FALSE
SP,Platyrinchus leucoryphus,NA,Platyrinchus leucoryphus,VU,FALSE
Brasil,Platyrinchus mystaceus,niveigularis,Platyrinchus mystaceus niveigularis,VU,TRUE
SP,Platyrrhinus incarum,NA,Platyrrhinus incarum,VU,FALSE
RJ,Platyrrhinus recifinus,NA,Platyrrhinus recifinus,VU,FALSE
SP,Pogonias cromis,NA,Pogonias cromis,CR,FALSE
MG,Pogonopoma parahybae,NA,Pogonopoma parahybae,CR,FALSE
SP,Pogonopoma parahybae,NA,Pogonopoma parahybae,CR,FALSE
RJ,Pogonoponoides parahybae,NA,Pogonoponoides parahybae,VU,FALSE
RJ,Polioptila lactea,NA,Polioptila lactea,EW,FALSE
SP,Polistes deceptor,deceptor,Polistes deceptor deceptor,VU,TRUE
SP,Polistes niger,niger,Polistes niger niger,VU,TRUE
SP,Polistes notatipes,notatipes,Polistes notatipes notatipes,CR,TRUE
SP,Polistes thoracicus,thoracicus,Polistes thoracicus thoracicus,CR,TRUE
SP,Polybia catillifex,catillifex,Polybia catillifex catillifex,EN,TRUE
SP,Polycentropus galharada,NA,Polycentropus galharada,VU,FALSE
SP,Polygrapha suprema,NA,Polygrapha suprema,EN,FALSE
SP,Polyplectropus matatlanticus,NA,Polyplectropus matatlanticus,VU,FALSE
SP,Polyprion americanus,NA,Polyprion americanus,CR,FALSE
SP,Polystictus pectoralis,pectoralis,Polystictus pectoralis pectoralis,CR,TRUE
BA,Polystictus superciliaris,NA,Polystictus superciliaris,VU,FALSE
RJ,Pomacea Sordida,NA,Pomacea Sordida,EN,FALSE
Brasil,Pontoporia blainvillei,NA,Pontoporia blainvillei,CR,FALSE
ES,Pontoporia blainvillei,NA,Pontoporia blainvillei,EN,FALSE
RJ,Pontoporia blainvillei,NA,Pontoporia blainvillei,VU,FALSE
SP,Pontoporia blainvillei,NA,Pontoporia blainvillei,EN,FALSE
ES,Popelairia langsdorffi,NA,Popelairia langsdorffi,CR,FALSE
SP,Porphyriops melanops,melanops,Porphyriops melanops melanops,EN,TRUE
RJ,Porphyromma speciosa,NA,Porphyromma speciosa,EN,FALSE
Brasil,Porzana spiloptera,NA,Porzana spiloptera,EN,FALSE
ES,Potamarius grandoculis,NA,Potamarius grandoculis,VU,FALSE
PA,Potamobatrachus trispinosus,NA,Potamobatrachus trispinosus,VU,FALSE
SP,Potamolithus troglobius,NA,Potamolithus troglobius,VU,FALSE
RJ,Potimirim glabra,NA,Potimirim glabra,VU,FALSE
RJ,Potimirim potimirim,NA,Potimirim potimirim,VU,FALSE
MG,Potos flavus,NA,Potos flavus,EN,FALSE
SP,Prepona deiphile,NA,Prepona deiphile,VU,FALSE
SP,Primolius maracana,NA,Primolius maracana,VU,FALSE
BA,Priodontes maximus,NA,Priodontes maximus,EN,FALSE
Brasil,Priodontes maximus,NA,Priodontes maximus,VU,FALSE
ES,Priodontes maximus,NA,Priodontes maximus,CR,FALSE
MG,Priodontes maximus,NA,Priodontes maximus,EN,FALSE
PA,Priodontes maximus,NA,Priodontes maximus,VU,FALSE
RJ,Priodontes maximus,NA,Priodontes maximus,CR,FALSE
PA,Prionace glauca,NA,Prionace glauca,VU,FALSE
PA,Prisits perotteti,NA,Prisits perotteti,CR,FALSE
PA,Pristis pectinata,NA,Pristis pectinata,CR,FALSE
RJ,Pristis pectinata,NA,Pristis pectinata,VU,FALSE
SP,Pristis pectinata,NA,Pristis pectinata,EW,FALSE
RJ,Pristis perotteti,NA,Pristis perotteti,VU,FALSE
SP,Pristis perotteti,NA,Pristis perotteti,EW,FALSE
Brasil,Procellaria aequinoctialis,NA,Procellaria aequinoctialis,VU,FALSE
Brasil,Procellaria conspicillata,NA,Procellaria conspicillata,VU,FALSE
BA,Procellosaurinus erythrocercus,NA,Procellosaurinus erythrocercus,VU,FALSE
BA,Procellosaurinus tetradactylus,NA,Procellosaurinus tetradactylus,EN,FALSE
Brasil,Procellosaurinus tetradactylus,NA,Procellosaurinus tetradactylus,EN,FALSE
Brasil,Proceratophrys moratoi,NA,Proceratophrys moratoi,EN,FALSE
Brasil,Proceratophrys palustris,NA,Proceratophrys palustris,CR,FALSE
MG,Proceratophrys palustris,NA,Proceratophrys palustris,VU,FALSE
Brasil,Proceratophrys sanctaritae,NA,Proceratophrys sanctaritae,CR,FALSE
ES,Prochilodus vimboides,NA,Prochilodus vimboides,VU,FALSE
SP,Prochilodus vimboides,NA,Prochilodus vimboides,VU,FALSE
Brasil,Procnias albus,wallacei,Procnias albus wallacei,VU,TRUE
BA,Procnias nudicollis,NA,Procnias nudicollis,VU,FALSE
MG,Procnias nudicollis,NA,Procnias nudicollis,EN,FALSE
SP,Progaripus nigrimanus,NA,Progaripus nigrimanus,VU,FALSE
PA,Propyrrhura maracana,NA,Propyrrhura maracana,VU,FALSE
SP,Psammobatis extenta,NA,Psammobatis extenta,EN,FALSE
SP,Pseudastur polionotus,NA,Pseudastur polionotus,VU,FALSE
SP,Pseudobatos horkelii,NA,Pseudobatos horkelii,EN,FALSE
SP,Pseudobatos percellens,NA,Pseudobatos percellens,EN,FALSE
PA,Pseudoboa nigra,NA,Pseudoboa nigra,VU,FALSE
SP,Pseudochthonius strinatii,NA,Pseudochthonius strinatii,VU,FALSE
SP,Pseudocorynopoma heterandria,NA,Pseudocorynopoma heterandria,VU,FALSE
PA,Pseudopaludicola canga,NA,Pseudopaludicola canga,EN,FALSE
SP,Pseudoryzomys simplex,NA,Pseudoryzomys simplex,VU,FALSE
Brasil,Pseudoseisura lophotes,NA,Pseudoseisura lophotes,VU,FALSE
SP,Pseudotocinclus juquiae,NA,Pseudotocinclus juquiae,CR,FALSE
SP,Pseudotocinclus parahybae,NA,Pseudotocinclus parahybae,CR,FALSE
SP,Pseudotocinclus tietensis,NA,Pseudotocinclus tietensis,EN,FALSE
BA,Psilophthalmus paeminosus,NA,Psilophthalmus paeminosus,EN,FALSE
Brasil,Psophia dextralis,NA,Psophia dextralis,VU,FALSE
Brasil,Psophia interjecta,NA,Psophia interjecta,VU,FALSE
Brasil,Psophia obscura,NA,Psophia obscura,CR,FALSE
PA,Psophia obscura,NA,Psophia obscura,EN,FALSE
Brasil,Pterodroma arminjoniana,NA,Pterodroma arminjoniana,CR,FALSE
ES,Pterodroma arminjoniana,NA,Pterodroma arminjoniana,EN,FALSE
Brasil,Pterodroma deserta,NA,Pterodroma deserta,CR,FALSE
BA,Pterodroma incerta,NA,Pterodroma incerta,VU,FALSE
Brasil,Pterodroma incerta,NA,Pterodroma incerta,EN,FALSE
Brasil,Pterodroma madeira,NA,Pterodroma madeira,EN,FALSE
RJ,Pteroglossus aracari,NA,Pteroglossus aracari,VU,FALSE
SP,Pteroglossus aracari,wiedii,Pteroglossus aracari wiedii,CR,TRUE
BA,Pteroglossus bailloni,NA,Pteroglossus bailloni,VU,FALSE
MG,Pteroglossus bailloni,NA,Pteroglossus bailloni,VU,FALSE
SP,Pteroglossus bailloni,NA,Pteroglossus bailloni,VU,FALSE
Brasil,Pteroglossus bitorquatus,bitorquatus,Pteroglossus bitorquatus bitorquatus,VU,TRUE
PA,Pteroglossus bitorquatus,bitorquatus,Pteroglossus bitorquatus bitorquatus,VU,TRUE
MG,Pteroglossus castanotis,NA,Pteroglossus castanotis,EN,FALSE
SP,Pteroglossus castanotis,australis,Pteroglossus castanotis australis,VU,TRUE
Brasil,Pteronura brasiliensis,NA,Pteronura brasiliensis,VU,FALSE
MG,Pteronura brasiliensis,NA,Pteronura brasiliensis,EW,FALSE
PA,Pteronura brasiliensis,NA,Pteronura brasiliensis,VU,FALSE
RJ,Pteronura brasiliensis,NA,Pteronura brasiliensis,EW,FALSE
SP,Pteronura brasiliensis,NA,Pteronura brasiliensis,EW,FALSE
PA,Pterourus xanthopleura,NA,Pterourus xanthopleura,VU,FALSE
Brasil,Puffinus lherminieri,NA,Puffinus lherminieri,CR,FALSE
ES,Puffinus lherminieri,NA,Puffinus lherminieri,CR,FALSE
Brasil,Pulsatrix perspicillata,pulsatrix,Pulsatrix perspicillata pulsatrix,VU,TRUE
SP,Pulsatrix perspicillata,perspicillata,Pulsatrix perspicillata perspicillata,CR,TRUE
SP,Pulsatrix perspicillata,pulsatrix,Pulsatrix perspicillata pulsatrix,EW,TRUE
BA,Puma concolor,NA,Puma concolor,VU,FALSE
Brasil,Puma concolor,NA,Puma concolor,VU,FALSE
ES,Puma concolor,NA,Puma concolor,EN,FALSE
MG,Puma concolor,NA,Puma concolor,VU,FALSE
PA,Puma concolor,NA,Puma concolor,VU,FALSE
SP,Puma concolor,NA,Puma concolor,VU,FALSE
BA,Puma yagouaroundi,NA,Puma yagouaroundi,VU,FALSE
Brasil,Puma yagouaroundi,NA,Puma yagouaroundi,VU,FALSE
BA,Pyriglena atra,NA,Pyriglena atra,EN,FALSE
Brasil,Pyriglena atra,NA,Pyriglena atra,EN,FALSE
Brasil,Pyriglena pernambucensis,NA,Pyriglena pernambucensis,VU,FALSE
Brasil,Pyrilia vulturina,NA,Pyrilia vulturina,VU,FALSE
BA,Pyroderus scutatus,NA,Pyroderus scutatus,EN,FALSE
RJ,Pyroderus scutatus,NA,Pyroderus scutatus,VU,FALSE
BA,Pyrrhura cruentata,NA,Pyrrhura cruentata,VU,FALSE
Brasil,Pyrrhura cruentata,NA,Pyrrhura cruentata,VU,FALSE
ES,Pyrrhura cruentata,NA,Pyrrhura cruentata,EN,FALSE
MG,Pyrrhura cruentata,NA,Pyrrhura cruentata,CR,FALSE
RJ,Pyrrhura cruentata,NA,Pyrrhura cruentata,EN,FALSE
Brasil,Pyrrhura griseipectus,NA,Pyrrhura griseipectus,EN,FALSE
Brasil,Pyrrhura lepida,NA,Pyrrhura lepida,VU,FALSE
Brasil,Pyrrhura lepida,lepida,Pyrrhura lepida lepida,VU,TRUE
BA,Pyrrhura leucotis,NA,Pyrrhura leucotis,EN,FALSE
Brasil,Pyrrhura leucotis,NA,Pyrrhura leucotis,VU,FALSE
ES,Pyrrhura leucotis,NA,Pyrrhura leucotis,EN,FALSE
MG,Pyrrhura leucotis,NA,Pyrrhura leucotis,CR,FALSE
RJ,Pyrrhura leucotis,NA,Pyrrhura leucotis,VU,FALSE
PA,Pyrrhura perlata,lepida,Pyrrhura perlata lepida,EN,TRUE
Brasil,Pyrrhura pfrimeri,NA,Pyrrhura pfrimeri,EN,FALSE
SP,Rachoviscus crassiceps,NA,Rachoviscus crassiceps,CR,FALSE
ES,Rachoviscus graciliceps,NA,Rachoviscus graciliceps,CR,FALSE
SP,Rallus longirostris,crassirostris,Rallus longirostris crassirostris,VU,TRUE
RJ,Ramphocaenus melanurus,NA,Ramphocaenus melanurus,VU,FALSE
ES,Ramphodon naevius,NA,Ramphodon naevius,EN,FALSE
ES,Ranacephala hogei,NA,Ranacephala hogei,EN,FALSE
SP,Remartinia restricta,NA,Remartinia restricta,EN,FALSE
RJ,Rhagomys rufescens,NA,Rhagomys rufescens,EW,FALSE
MG,Rhamdiopsis microcephala,NA,Rhamdiopsis microcephala,VU,FALSE
MG,Rhamphophryne proboscidea,NA,Rhamphophryne proboscidea,VU,FALSE
SP,Rhea americana,americana,Rhea americana americana,CR,TRUE
Brasil,Rhegmatorhina gymnops,NA,Rhegmatorhina gymnops,VU,FALSE
ES,Rhincodon typus,NA,Rhincodon typus,VU,FALSE
PA,Rhincodon typus,NA,Rhincodon typus,EN,FALSE
SP,Rhincodon typus,NA,Rhincodon typus,VU,FALSE
RJ,Rhinelepis aspera,NA,Rhinelepis aspera,VU,FALSE
PA,Rhinella ocellata,NA,Rhinella ocellata,VU,FALSE
RJ,Rhinobatus horkelii,NA,Rhinobatus horkelii,VU,FALSE
RJ,Rhinocricus padbergi,NA,Rhinocricus padbergi,VU,FALSE
MG,Rhinodrilus fafner,NA,Rhinodrilus fafner,CR,FALSE
SP,Rhinoptera bonasus,NA,Rhinoptera bonasus,EN,FALSE
SP,Rhinoptera brasiliensis,NA,Rhinoptera brasiliensis,EN,FALSE
MG,Rhionaeshna eduardoi,NA,Rhionaeshna eduardoi,VU,FALSE
BA,Rhipidomys cariri,NA,Rhipidomys cariri,VU,FALSE
Brasil,Rhipidomys cariri,NA,Rhipidomys cariri,VU,FALSE
Brasil,Rhipidomys tribei,NA,Rhipidomys tribei,EN,FALSE
SP,Rhodax evelinae,NA,Rhodax evelinae,VU,FALSE
BA,Rhopias gularis,NA,Rhopias gularis,EN,FALSE
BA,Rhopornis ardesiacus,NA,Rhopornis ardesiacus,EN,FALSE
Brasil,Rhopornis ardesiacus,NA,Rhopornis ardesiacus,EN,FALSE
MG,Rhopornis ardesiacus,NA,Rhopornis ardesiacus,CR,FALSE
ES,Rhynchocyclus olivaceus,NA,Rhynchocyclus olivaceus,VU,FALSE
MG,Rhynchocyclus olivaceus,NA,Rhynchocyclus olivaceus,EN,FALSE
RJ,Rhynchocyclus olivaceus,NA,Rhynchocyclus olivaceus,VU,FALSE
SP,Rhynchodemus piptus,NA,Rhynchodemus piptus,VU,FALSE
SP,Rhynchodemus schubarti,NA,Rhynchodemus schubarti,VU,FALSE
MG,Rhytipterna simplex,NA,Rhytipterna simplex,VU,FALSE
SP,Rioraja agassizii,NA,Rioraja agassizii,EN,FALSE
ES,Rivulus nudiventris,NA,Rivulus nudiventris,VU,FALSE
BA,Rodriguesophis chui,NA,Rodriguesophis chui,EN,FALSE
Brasil,Rodriguesophis chui,NA,Rodriguesophis chui,EN,FALSE
BA,Rodriguesophis scriptorcibatus,NA,Rodriguesophis scriptorcibatus,EN,FALSE
Brasil,Rodriguesophis scriptorcibatus,NA,Rodriguesophis scriptorcibatus,EN,FALSE
PA,Rubrepeira rubronigra,NA,Rubrepeira rubronigra,VU,FALSE
SP,Saccopteryx leptura,NA,Saccopteryx leptura,EN,FALSE
Brasil,Saguinus bicolor,NA,Saguinus bicolor,CR,FALSE
Brasil,Saguinus niger,NA,Saguinus niger,VU,FALSE
Brasil,Saimiri vanzolinii,NA,Saimiri vanzolinii,VU,FALSE
PA,Sakesphorus luctuosus,araguayae,Sakesphorus luctuosus araguayae,VU,TRUE
PA,Salvator merianae,NA,Salvator merianae,VU,FALSE
Brasil,Sapajus cay,NA,Sapajus cay,VU,FALSE
Brasil,Sapajus flavius,NA,Sapajus flavius,EN,FALSE
BA,Sapajus robustus,NA,Sapajus robustus,EN,FALSE
Brasil,Sapajus robustus,NA,Sapajus robustus,EN,FALSE
BA,Sapajus xanthosternos,NA,Sapajus xanthosternos,EN,FALSE
Brasil,Sapajus xanthosternos,NA,Sapajus xanthosternos,EN,FALSE
ES,Sarcoramphus papa,NA,Sarcoramphus papa,VU,FALSE
RJ,Sarcoramphus papa,NA,Sarcoramphus papa,VU,FALSE
RJ,Sardinella brasiliensis,NA,Sardinella brasiliensis,VU,FALSE
RJ,Sarkidiornis melanotos,NA,Sarkidiornis melanotos,EN,FALSE
SP,Sarkidiornis sylvicola,NA,Sarkidiornis sylvicola,VU,FALSE
PA,Sartor tucuruiense,NA,Sartor tucuruiense,CR,FALSE
SP,Scada karschina,karschina,Scada karschina karschina,EN,TRUE
SP,Scarus guacamaia,NA,Scarus guacamaia,EW,FALSE
SP,Scarus trispinosus,NA,Scarus trispinosus,EN,FALSE
SP,Scarus zelindae,NA,Scarus zelindae,EN,FALSE
Brasil,Schiffornis turdina,intermedia,Schiffornis turdina intermedia,VU,TRUE
ES,Schiffornis turdina,NA,Schiffornis turdina,VU,FALSE
MG,Schiffornis turdina,NA,Schiffornis turdina,VU,FALSE
RJ,Schistochlamys melanopis,NA,Schistochlamys melanopis,EW,FALSE
PA,Schroederichthys tenuis,NA,Schroederichthys tenuis,VU,FALSE
Brasil,Scinax alcatraz,NA,Scinax alcatraz,CR,FALSE
MG,Scinax caldarum,NA,Scinax caldarum,VU,FALSE
Brasil,Scinax duartei,NA,Scinax duartei,VU,FALSE
Brasil,Scinax faivovichi,NA,Scinax faivovichi,VU,FALSE
Brasil,Scinax peixotoi,NA,Scinax peixotoi,CR,FALSE
MG,Scinax ranki,NA,Scinax ranki,VU,FALSE
SP,Scleromystax macropterus,NA,Scleromystax macropterus,EN,FALSE
BA,Sclerurus caudacutus,NA,Sclerurus caudacutus,EN,FALSE
Brasil,Sclerurus caudacutus,caligineus,Sclerurus caudacutus caligineus,CR,TRUE
Brasil,Sclerurus caudacutus,umbretta,Sclerurus caudacutus umbretta,CR,TRUE
ES,Sclerurus caudacutus,NA,Sclerurus caudacutus,CR,FALSE
BA,Sclerurus cearensis,NA,Sclerurus cearensis,EN,FALSE
Brasil,Sclerurus cearensis,NA,Sclerurus cearensis,VU,FALSE
BA,Sclerurus macconnelli,NA,Sclerurus macconnelli,EN,FALSE
Brasil,Sclerurus macconnelli,bahiae,Sclerurus macconnelli bahiae,VU,TRUE
SP,Sclerurus macconnelli,bahiae,Sclerurus macconnelli bahiae,EN,TRUE
ES,Sclerurus mexicanus,NA,Sclerurus mexicanus,CR,FALSE
RJ,Sclerurus mexicanus,NA,Sclerurus mexicanus,VU,FALSE
ES,Scyllarus ramosae,NA,Scyllarus ramosae,VU,FALSE
BA,Scytalopus diamantinensis,NA,Scytalopus diamantinensis,EN,FALSE
Brasil,Scytalopus diamantinensis,NA,Scytalopus diamantinensis,EN,FALSE
Brasil,Scytalopus gonzagai,NA,Scytalopus gonzagai,EN,FALSE
Brasil,Scytalopus iraiensis,NA,Scytalopus iraiensis,EN,FALSE
Brasil,Scytalopus novacapitalis,NA,Scytalopus novacapitalis,EN,FALSE
MG,Scytalopus novacapitalis,NA,Scytalopus novacapitalis,VU,FALSE
BA,Scytalopus speluncae,NA,Scytalopus speluncae,CR,FALSE
Brasil,Selenidera gouldii,baturitensis,Selenidera gouldii baturitensis,EN,TRUE
SP,Selenidera maculirostris,NA,Selenidera maculirostris,VU,FALSE
Brasil,Serpophaga hypoleuca,pallida,Serpophaga hypoleuca pallida,VU,TRUE
RJ,Sesarma rectum,NA,Sesarma rectum,VU,FALSE
MG,Simpsonichthys alternatus,NA,Simpsonichthys alternatus,CR,FALSE
MG,Simpsonichthys auratus,NA,Simpsonichthys auratus,CR,FALSE
RJ,Simpsonichthys constanceae,NA,Simpsonichthys constanceae,CR,FALSE
MG,Simpsonichthys hellneri,NA,Simpsonichthys hellneri,CR,FALSE
ES,Simpsonichthys izecksohni,NA,Simpsonichthys izecksohni,VU,FALSE
MG,Simpsonichthys magnificus,NA,Simpsonichthys magnificus,CR,FALSE
ES,Simpsonichthys myersi,NA,Simpsonichthys myersi,CR,FALSE
MG,Simpsonichthys ocellatus,NA,Simpsonichthys ocellatus,CR,FALSE
MG,Simpsonichthys rufus,NA,Simpsonichthys rufus,CR,FALSE
MG,Simpsonichthys similis,NA,Simpsonichthys similis,CR,FALSE
MG,Simpsonichthys stellatus,NA,Simpsonichthys stellatus,CR,FALSE
MG,Simpsonichthys trilineatus,NA,Simpsonichthys trilineatus,CR,FALSE
RJ,Simpsonichthys whitei,NA,Simpsonichthys whitei,EN,FALSE
MG,Simpsonichthys zonatus,NA,Simpsonichthys zonatus,CR,FALSE
BA,Siphlophis pulcher,NA,Siphlophis pulcher,EN,FALSE
SP,Smicridea dentifera,dentifera,Smicridea dentifera dentifera,VU,TRUE
BA,Sotalia guianensis,NA,Sotalia guianensis,VU,FALSE
Brasil,Sotalia guianensis,NA,Sotalia guianensis,VU,FALSE
MG,Spaeleoleptes spaeleusa,NA,Spaeleoleptes spaeleusa,VU,FALSE
SP,Spalaeobochica muchmorei,NA,Spalaeobochica muchmorei,VU,FALSE
SP,Sparisoma amplum,NA,Sparisoma amplum,EN,FALSE
SP,Sparisoma axillare,NA,Sparisoma axillare,EN,FALSE
SP,Sparisoma frondosum,NA,Sparisoma frondosum,EN,FALSE
SP,Spelaeochernes gracilipalpus,NA,Spelaeochernes gracilipalpus,VU,FALSE
BA,Speothos venaticus,NA,Speothos venaticus,CR,FALSE
Brasil,Speothos venaticus,NA,Speothos venaticus,VU,FALSE
MG,Speothos venaticus,NA,Speothos venaticus,CR,FALSE
SP,Speothos venaticus,NA,Speothos venaticus,CR,FALSE
BA,Sphaenorhynchus bromelicola,NA,Sphaenorhynchus bromelicola,CR,FALSE
PA,Sphyrna lewini,NA,Sphyrna lewini,VU,FALSE
SP,Sphyrna lewini,NA,Sphyrna lewini,CR,FALSE
PA,Sphyrna media,NA,Sphyrna media,VU,FALSE
SP,Sphyrna media,NA,Sphyrna media,EW,FALSE
PA,Sphyrna mokarran,NA,Sphyrna mokarran,VU,FALSE
ES,Sphyrna tiburo,NA,Sphyrna tiburo,VU,FALSE
PA,Sphyrna tiburo,NA,Sphyrna tiburo,VU,FALSE
SP,Sphyrna tiburo,NA,Sphyrna tiburo,EW,FALSE
PA,Sphyrna tudes,NA,Sphyrna tudes,VU,FALSE
SP,Sphyrna tudes,NA,Sphyrna tudes,EW,FALSE
PA,Sphyrna zygaena,NA,Sphyrna zygaena,VU,FALSE
SP,Sphyrna zygaena,NA,Sphyrna zygaena,CR,FALSE
SP,Spintherobolus broccae,NA,Spintherobolus broccae,EN,FALSE
SP,Spintherobolus leptoura,NA,Spintherobolus leptoura,EN,FALSE
SP,Spintherobolus papilliferus,NA,Spintherobolus papilliferus,EN,FALSE
MG,Spizaetus melanoleucus,NA,Spizaetus melanoleucus,EN,FALSE
SP,Spizaetus melanoleucus,NA,Spizaetus melanoleucus,EN,FALSE
BA,Spizaetus ornatus,NA,Spizaetus ornatus,EN,FALSE
ES,Spizaetus ornatus,NA,Spizaetus ornatus,CR,FALSE
MG,Spizaetus ornatus,NA,Spizaetus ornatus,EN,FALSE
RJ,Spizaetus ornatus,NA,Spizaetus ornatus,EW,FALSE
SP,Spizaetus ornatus,ornatus,Spizaetus ornatus ornatus,CR,TRUE
ES,Spizaetus tyrannus,NA,Spizaetus tyrannus,VU,FALSE
MG,Spizaetus tyrannus,NA,Spizaetus tyrannus,EN,FALSE
ES,Spizastur melanoleucus,NA,Spizastur melanoleucus,VU,FALSE
RJ,Spizastur melanoleucus,NA,Spizastur melanoleucus,VU,FALSE
BA,Sporagra yarrellii,NA,Sporagra yarrellii,VU,FALSE
Brasil,Sporagra yarrellii,NA,Sporagra yarrellii,VU,FALSE
MG,Sporophila angolensis,NA,Sporophila angolensis,CR,FALSE
Brasil,Sporophila beltoni,NA,Sporophila beltoni,VU,FALSE
SP,Sporophila beltoni,NA,Sporophila beltoni,CR,FALSE
SP,Sporophila bouvreuil,NA,Sporophila bouvreuil,VU,FALSE
