uf,nome_cientifico,subespecie,nome_cientifico_subsp,categoria,subsp_tf,sinonimo_ou_erro
BA,Tropidurus hygomi,NA,Tropidurus hygomi,VU,FALSE,NA
Brasil,Tropidurus hygomi,NA,Tropidurus hygomi,VU,FALSE,NA
Brasil,Tropidurus imbituba,NA,Tropidurus imbituba,CR,FALSE,NA
PA,Tropidurus insulanus,NA,Tropidurus insulanus,VU,FALSE,NA
BA,Tropidurus mucujensis,NA,Tropidurus mucujensis,EN,FALSE,NA
BA,Tropidurus psammonastes,NA,Tropidurus psammonastes,EN,FALSE,NA
Brasil,Tropidurus psammonastes,NA,Tropidurus psammonastes,EN,FALSE,NA
ES,Turdus fumigatus,NA,Turdus fumigatus,VU,FALSE,NA
BA,Typhlops amoipira,NA,Typhlops amoipira,EN,FALSE,NA
Brasil,Typhlops amoipira,NA,Typhlops amoipira,EN,FALSE,NA
Brasil,Typhlops paucisquamus,NA,Typhlops paucisquamus,VU,FALSE,NA
BA,Typhlops yonenagae,NA,Typhlops yonenagae,EN,FALSE,NA
Brasil,Typhlops yonenagae,NA,Typhlops yonenagae,EN,FALSE,NA
RJ,Uca vocator,NA,Uca vocator,VU,FALSE,NA
RJ,Ucides cordatus,NA,Ucides cordatus,EN,FALSE,NA
RJ,Upsilodus victori,NA,Upsilodus victori,VU,FALSE,NA
BA,Uromacerina ricardinii,NA,Uromacerina ricardinii,VU,FALSE,NA
PA,Uromacerina ricardinii,NA,Uromacerina ricardinii,VU,FALSE,NA
BA,Urubitinga coronata,NA,Urubitinga coronata,CR,FALSE,NA
Brasil,Urubitinga coronata,NA,Urubitinga coronata,EN,FALSE,NA
SP,Urubitinga coronata,NA,Urubitinga coronata,CR,FALSE,NA
SP,Vanellus cayanus,NA,Vanellus cayanus,EN,FALSE,NA
MG,Veniliornis affinis,NA,Veniliornis affinis,CR,FALSE,NA
SP,Veniliornis mixtus,cancellatus,Veniliornis mixtus cancellatus,CR,TRUE,NA
Brasil,Vireo gracilirostris,NA,Vireo gracilirostris,VU,FALSE,NA
BA,Vitreorana eurygnatha,NA,Vitreorana eurygnatha,EN,FALSE,NA
SC,Vitreorana uranoscopa,NA,Vitreorana uranoscopa,VU,FALSE,NA
SP,Voltinia sanarita,NA,Voltinia sanarita,EN,FALSE,NA
Brasil,Wilfredomys oenax,NA,Wilfredomys oenax,EN,FALSE,NA
SP,Wilfredomys oenax,NA,Wilfredomys oenax,EW,FALSE,NA
Brasil,Xanthopsar flavus,NA,Xanthopsar flavus,VU,FALSE,NA
SC,Xanthopsar flavus,NA,Xanthopsar flavus,CR,FALSE,NA
SC,Xenandra heliodes,dibapha,Xenandra heliodes dibapha,VU,TRUE,NA
SP,Xenodon histricus,NA,Xenodon histricus,EN,FALSE,NA
SP,Xenodon nattereri,NA,Xenodon nattereri,EN,FALSE,NA
Brasil,Xenohyla truncata,NA,Xenohyla truncata,EN,FALSE,NA
Brasil,Xenops minutus,alagoanus,Xenops minutus alagoanus,VU,TRUE,NA
Brasil,Xeronycteris vieirai,NA,Xeronycteris vieirai,VU,FALSE,NA
MG,Xeronycteris vieirai,NA,Xeronycteris vieirai,VU,FALSE,NA
Brasil,Xiphocolaptes carajaensis,NA,Xiphocolaptes carajaensis,VU,FALSE,NA
Brasil,Xiphocolaptes falcirostris,NA,Xiphocolaptes falcirostris,VU,FALSE,NA
MG,Xiphocolaptes falcirostris,franciscanus,Xiphocolaptes falcirostris franciscanus,EN,TRUE,NA
Brasil,Xipholena atropurpurea,NA,Xipholena atropurpurea,VU,FALSE,NA
ES,Xipholena atropurpurea,NA,Xipholena atropurpurea,CR,FALSE,NA
RJ,Xipholena atropurpurea,NA,Xipholena atropurpurea,EN,FALSE,NA
Brasil,Xiphorhynchus atlanticus,NA,Xiphorhynchus atlanticus,VU,FALSE,NA
Brasil,Xiphorhynchus guttatus,gracilirostris,Xiphorhynchus guttatus gracilirostris,EN,TRUE,NA
ES,Xiphorhynchus guttatus,NA,Xiphorhynchus guttatus,CR,FALSE,NA
RJ,Xiphorhynchus picus,NA,Xiphorhynchus picus,VU,FALSE,NA
Brasil,Xolmis dominicanus,NA,Xolmis dominicanus,VU,FALSE,NA
SC,Xolmis dominicanus,NA,Xolmis dominicanus,EN,FALSE,NA
SP,Yporangiella stygius,NA,Yporangiella stygius,VU,FALSE,NA
SP,Zapteryx brevirostis,NA,Zapteryx brevirostis,EN,FALSE,NA
SP,Zonia zonia,diabo,Zonia zonia diabo,EN,TRUE,NA
MG,Zungaro jahu,NA,Zungaro jahu,CR,FALSE,NA
SP,Zungaro jahu,NA,Zungaro jahu,EN,FALSE,NA
